key_norm,key_type,raw_value,source
fear the chainsaw,title,fear the chainsaw,OBRAS/FONOGRAMAS/Eligible
febre das ruas,title,febre das ruas,OBRAS/FONOGRAMAS/Eligible
febre das ruas (instrumental),title,febre das ruas (instrumental),OBRAS/FONOGRAMAS/Eligible
federais,title,federais,OBRAS/FONOGRAMAS/Eligible
feigenbaum,title,feigenbaum,OBRAS/FONOGRAMAS/Eligible
feijoada,title,feijoada,OBRAS/FONOGRAMAS/Eligible
feijuca da vovo,title,feijuca da vovo,OBRAS/FONOGRAMAS/Eligible
feira de ciencias,title,feira de ciencias,OBRAS/FONOGRAMAS/Eligible
feiticeira,title,feiticeira,OBRAS/FONOGRAMAS/Eligible
feiticeiros jujutsu: eu exorcizo,title,feiticeiros jujutsu: eu exorcizo,OBRAS/FONOGRAMAS/Eligible
feitico,title,feitico,OBRAS/FONOGRAMAS/Eligible
feito de barro,title,feito de barro,OBRAS/FONOGRAMAS/Eligible
feitos de agua,title,feitos de agua,OBRAS/FONOGRAMAS/Eligible
felicidade,title,felicidade,OBRAS/FONOGRAMAS/Eligible
felipe kautz,title,felipe kautz,OBRAS/FONOGRAMAS/Eligible
feliz,title,feliz,OBRAS/FONOGRAMAS/Eligible
feliz natal,title,feliz natal,OBRAS/FONOGRAMAS/Eligible
feminility,title,feminility,OBRAS/FONOGRAMAS/Eligible
femme fatale,title,femme fatale,OBRAS/FONOGRAMAS/Eligible
fenda no tempo,title,fenda no tempo,OBRAS/FONOGRAMAS/Eligible
fenix,title,fenix,OBRAS/FONOGRAMAS/Eligible
fernando uehara,title,fernando uehara,OBRAS/FONOGRAMAS/Eligible
ferreiro,title,ferreiro,OBRAS/FONOGRAMAS/Eligible
ferroada,title,ferroada,OBRAS/FONOGRAMAS/Eligible
ferrolho de besouro,title,ferrolho de besouro,OBRAS/FONOGRAMAS/Eligible
festa da carne,title,festa da carne,OBRAS/FONOGRAMAS/Eligible
festa do brisa,title,festa do brisa,OBRAS/FONOGRAMAS/Eligible
festa em alto mar,title,festa em alto mar,OBRAS/FONOGRAMAS/Eligible
festa muito louca,title,festa muito louca,OBRAS/FONOGRAMAS/Eligible
festa na favela,title,festa na favela,OBRAS/FONOGRAMAS/Eligible
festeja,title,festeja,OBRAS/FONOGRAMAS/Eligible
festinha de bandido,title,festinha de bandido,OBRAS/FONOGRAMAS/Eligible
festinha muito louca,title,festinha muito louca,OBRAS/FONOGRAMAS/Eligible
festinha na favela,title,festinha na favela,OBRAS/FONOGRAMAS/Eligible
fetiche,title,fetiche,OBRAS/FONOGRAMAS/Eligible
fetiche da coelhinha,title,fetiche da coelhinha,OBRAS/FONOGRAMAS/Eligible
fica,title,fica,OBRAS/FONOGRAMAS/Eligible
fica (remix),title,fica (remix),OBRAS/FONOGRAMAS/Eligible
fica ai com pouca transa,title,fica ai com pouca transa,OBRAS/FONOGRAMAS/Eligible
fica bem,title,fica bem,OBRAS/FONOGRAMAS/Eligible
fica comigo,title,fica comigo,OBRAS/FONOGRAMAS/Eligible
fica facil,title,fica facil,OBRAS/FONOGRAMAS/Eligible
fica na mente,title,fica na mente,OBRAS/FONOGRAMAS/Eligible
fica na posicao,title,fica na posicao,OBRAS/FONOGRAMAS/Eligible
ficou solteira,title,ficou solteira,OBRAS/FONOGRAMAS/Eligible
fiel (no carnaval artificial),title,fiel (no carnaval artificial),OBRAS/FONOGRAMAS/Eligible
figurinha repetida,title,figurinha repetida,OBRAS/FONOGRAMAS/Eligible
fila do osso,title,fila do osso,OBRAS/FONOGRAMAS/Eligible
filha do satanas,title,filha do satanas,OBRAS/FONOGRAMAS/Eligible
filha ou mulher,title,filha ou mulher,OBRAS/FONOGRAMAS/Eligible
filho da noite,title,filho da noite,OBRAS/FONOGRAMAS/Eligible
filho da puta,title,filho da puta,OBRAS/FONOGRAMAS/Eligible
filhos do risco 13: complexo vp,title,filhos do risco 13: complexo vp,OBRAS/FONOGRAMAS/Eligible
filhos do risco 16 - tabuleiro,title,filhos do risco 16 - tabuleiro,OBRAS/FONOGRAMAS/Eligible
filme porno,title,filme porno,OBRAS/FONOGRAMAS/Eligible
fim aqueles que querem nos governar,title,fim aqueles que querem nos governar,OBRAS/FONOGRAMAS/Eligible
fim da festa,title,fim da festa,OBRAS/FONOGRAMAS/Eligible
fim de ano,title,fim de ano,OBRAS/FONOGRAMAS/Eligible
final de semana,title,final de semana,OBRAS/FONOGRAMAS/Eligible
final feliz,title,final feliz,OBRAS/FONOGRAMAS/Eligible
finale,title,finale,OBRAS/FONOGRAMAS/Eligible
finge que esqueceu de mim,title,finge que esqueceu de mim,OBRAS/FONOGRAMAS/Eligible
fio de prata deluxe,title,fio de prata deluxe,OBRAS/FONOGRAMAS/Eligible
fiquei como,title,fiquei como,OBRAS/FONOGRAMAS/Eligible
firmamento,title,firmamento,OBRAS/FONOGRAMAS/Eligible
fish marques,title,fish marques,OBRAS/FONOGRAMAS/Eligible
fission and fusion,title,fission and fusion,OBRAS/FONOGRAMAS/Eligible
fissura,title,fissura,OBRAS/FONOGRAMAS/Eligible
fit dance,title,fit dance,OBRAS/FONOGRAMAS/Eligible
fizinhur,title,fizinhur,OBRAS/FONOGRAMAS/Eligible
flash beats,title,flash beats,OBRAS/FONOGRAMAS/Eligible
flash pix,title,flash pix,OBRAS/FONOGRAMAS/Eligible
flash pix copa do mundo,title,flash pix copa do mundo,OBRAS/FONOGRAMAS/Eligible
flash: alem do impossivel,title,flash: alem do impossivel,OBRAS/FONOGRAMAS/Eligible
flashback,title,flashback,OBRAS/FONOGRAMAS/Eligible
flecha,title,flecha,OBRAS/FONOGRAMAS/Eligible
flex cash,title,flex cash,OBRAS/FONOGRAMAS/Eligible
flexiona,title,flexiona,OBRAS/FONOGRAMAS/Eligible
flexiona (carol vitti remix),title,flexiona (carol vitti remix),OBRAS/FONOGRAMAS/Eligible
flor da pele,title,flor da pele,OBRAS/FONOGRAMAS/Eligible
flor da saudade,title,flor da saudade,OBRAS/FONOGRAMAS/Eligible
flor de elis,title,flor de elis,OBRAS/FONOGRAMAS/Eligible
flor de lotus,title,flor de lotus,OBRAS/FONOGRAMAS/Eligible
flor de maio,title,flor de maio,OBRAS/FONOGRAMAS/Eligible
flor de vulcao,title,flor de vulcao,OBRAS/FONOGRAMAS/Eligible
flores artificiais,title,flores artificiais,OBRAS/FONOGRAMAS/Eligible
flores e facas,title,flores e facas,OBRAS/FONOGRAMAS/Eligible
flores em nossas vidas,title,flores em nossas vidas,OBRAS/FONOGRAMAS/Eligible
flores mortas,title,flores mortas,OBRAS/FONOGRAMAS/Eligible
flores mortas & algemas,title,flores mortas & algemas,OBRAS/FONOGRAMAS/Eligible
"flow de quem ja voltou, mas nao por voce",title,"flow de quem ja voltou, mas nao por voce",OBRAS/FONOGRAMAS/Eligible
flow toledo,title,flow toledo,OBRAS/FONOGRAMAS/Eligible
fluido,title,fluido,OBRAS/FONOGRAMAS/Eligible
fluiu,title,fluiu,OBRAS/FONOGRAMAS/Eligible
flutuando,title,flutuando,OBRAS/FONOGRAMAS/Eligible
fly away,title,fly away,OBRAS/FONOGRAMAS/Eligible
flying jackalope,title,flying jackalope,OBRAS/FONOGRAMAS/Eligible
fmi,title,fmi,OBRAS/FONOGRAMAS/Eligible
foco,title,foco,OBRAS/FONOGRAMAS/Eligible
foda,title,foda,OBRAS/FONOGRAMAS/Eligible
foda do ano,title,foda do ano,OBRAS/FONOGRAMAS/Eligible
foda-se os traumas,title,foda-se os traumas,OBRAS/FONOGRAMAS/Eligible
fode a minha bc#,title,fode a minha bc#,OBRAS/FONOGRAMAS/Eligible
fode a minha buceta seu filho da puta,title,fode a minha buceta seu filho da puta,OBRAS/FONOGRAMAS/Eligible
fode com a peca na cara,title,fode com a peca na cara,OBRAS/FONOGRAMAS/Eligible
fode com milionario,title,fode com milionario,OBRAS/FONOGRAMAS/Eligible
fode delicadamente,title,fode delicadamente,OBRAS/FONOGRAMAS/Eligible
fode fode,title,fode fode,OBRAS/FONOGRAMAS/Eligible
fode fode 1.0,title,fode fode 1.0,OBRAS/FONOGRAMAS/Eligible
fode gostoso,title,fode gostoso,OBRAS/FONOGRAMAS/Eligible
fode gostoso comigo,title,fode gostoso comigo,OBRAS/FONOGRAMAS/Eligible
fode minha bonekinha,title,fode minha bonekinha,OBRAS/FONOGRAMAS/Eligible
fode minha xota,title,fode minha xota,OBRAS/FONOGRAMAS/Eligible
fode minha xota 2,title,fode minha xota 2,OBRAS/FONOGRAMAS/Eligible
fode vagabunda,title,fode vagabunda,OBRAS/FONOGRAMAS/Eligible
fodeu de novo,title,fodeu de novo,OBRAS/FONOGRAMAS/Eligible
fogo,title,fogo,OBRAS/FONOGRAMAS/Eligible
fogo do inferno - akira,title,fogo do inferno - akira,OBRAS/FONOGRAMAS/Eligible
fogo e terra,title,fogo e terra,OBRAS/FONOGRAMAS/Eligible
fogo na buceta,title,fogo na buceta,OBRAS/FONOGRAMAS/Eligible
fogo no baile,title,fogo no baile,OBRAS/FONOGRAMAS/Eligible
fogo no incenso,title,fogo no incenso,OBRAS/FONOGRAMAS/Eligible
fogo no puteiro,title,fogo no puteiro,OBRAS/FONOGRAMAS/Eligible
fogosa,title,fogosa,OBRAS/FONOGRAMAS/Eligible
fogueira,title,fogueira,OBRAS/FONOGRAMAS/Eligible
foguete nao tem re,title,foguete nao tem re,OBRAS/FONOGRAMAS/Eligible
foguinho,title,foguinho,OBRAS/FONOGRAMAS/Eligible
foi dificil a caminhada,title,foi dificil a caminhada,OBRAS/FONOGRAMAS/Eligible
foi so sentada com raiva,title,foi so sentada com raiva,OBRAS/FONOGRAMAS/Eligible
folclore,title,folclore,OBRAS/FONOGRAMAS/Eligible
folego,title,folego,OBRAS/FONOGRAMAS/Eligible
follow,title,follow,OBRAS/FONOGRAMAS/Eligible
follow the money,title,follow the money,OBRAS/FONOGRAMAS/Eligible
fome,title,fome,OBRAS/FONOGRAMAS/Eligible
fome teto noticia,title,fome teto noticia,OBRAS/FONOGRAMAS/Eligible
fora da lei,title,fora da lei,OBRAS/FONOGRAMAS/Eligible
fora do tom,title,fora do tom,OBRAS/FONOGRAMAS/Eligible
fora dos stories,title,fora dos stories,OBRAS/FONOGRAMAS/Eligible
fora eu,title,fora eu,OBRAS/FONOGRAMAS/Eligible
forca,title,forca,OBRAS/FONOGRAMAS/Eligible
forca da raw,title,forca da raw,OBRAS/FONOGRAMAS/Eligible
forca encantada ou largou as botas e,title,forca encantada ou largou as botas e,OBRAS/FONOGRAMAS/Eligible
forca pra viver,title,forca pra viver,OBRAS/FONOGRAMAS/Eligible
forcas pra levantar,title,forcas pra levantar,OBRAS/FONOGRAMAS/Eligible
forjado no deserto,title,forjado no deserto,OBRAS/FONOGRAMAS/Eligible
formoso,title,formoso,OBRAS/FONOGRAMAS/Eligible
forro com f,title,forro com f,OBRAS/FONOGRAMAS/Eligible
forrozinho joga a rabetona,title,forrozinho joga a rabetona,OBRAS/FONOGRAMAS/Eligible
forsaken by love,title,forsaken by love,OBRAS/FONOGRAMAS/Eligible
fortaleza,title,fortaleza,OBRAS/FONOGRAMAS/Eligible
fortes como aco (irmaos elric),title,fortes como aco (irmaos elric),OBRAS/FONOGRAMAS/Eligible
foska,title,foska,OBRAS/FONOGRAMAS/Eligible
foto bacana,title,foto bacana,OBRAS/FONOGRAMAS/Eligible
foto do mundo,title,foto do mundo,OBRAS/FONOGRAMAS/Eligible
fotossintese,title,fotossintese,OBRAS/FONOGRAMAS/Eligible
fotossintese (instrumental),title,fotossintese (instrumental),OBRAS/FONOGRAMAS/Eligible
fourbets,title,fourbets,OBRAS/FONOGRAMAS/Eligible
fraco e franco,title,fraco e franco,OBRAS/FONOGRAMAS/Eligible
frageis como flores,title,frageis como flores,OBRAS/FONOGRAMAS/Eligible
fragil,title,fragil,OBRAS/FONOGRAMAS/Eligible
fragmentado,title,fragmentado,OBRAS/FONOGRAMAS/Eligible
fragmentos,title,fragmentos,OBRAS/FONOGRAMAS/Eligible
freak out,title,freak out,OBRAS/FONOGRAMAS/Eligible
free sessions,title,free sessions,OBRAS/FONOGRAMAS/Eligible
free to live,title,free to live,OBRAS/FONOGRAMAS/Eligible
freedom fighters,title,freedom fighters,OBRAS/FONOGRAMAS/Eligible
freedom fighters (dux mix),title,freedom fighters (dux mix),OBRAS/FONOGRAMAS/Eligible
freestyle,title,freestyle,OBRAS/FONOGRAMAS/Eligible
freestyle 1,title,freestyle 1,OBRAS/FONOGRAMAS/Eligible
freestyle 10,title,freestyle 10,OBRAS/FONOGRAMAS/Eligible
freestyle 11,title,freestyle 11,OBRAS/FONOGRAMAS/Eligible
freestyle 12,title,freestyle 12,OBRAS/FONOGRAMAS/Eligible
freestyle 13,title,freestyle 13,OBRAS/FONOGRAMAS/Eligible
freestyle 14,title,freestyle 14,OBRAS/FONOGRAMAS/Eligible
freestyle 15,title,freestyle 15,OBRAS/FONOGRAMAS/Eligible
freestyle 16,title,freestyle 16,OBRAS/FONOGRAMAS/Eligible
freestyle 17,title,freestyle 17,OBRAS/FONOGRAMAS/Eligible
freestyle 18,title,freestyle 18,OBRAS/FONOGRAMAS/Eligible
freestyle 19,title,freestyle 19,OBRAS/FONOGRAMAS/Eligible
freestyle 2,title,freestyle 2,OBRAS/FONOGRAMAS/Eligible
freestyle 20,title,freestyle 20,OBRAS/FONOGRAMAS/Eligible
freestyle 21,title,freestyle 21,OBRAS/FONOGRAMAS/Eligible
freestyle 22,title,freestyle 22,OBRAS/FONOGRAMAS/Eligible
freestyle 23,title,freestyle 23,OBRAS/FONOGRAMAS/Eligible
freestyle 3,title,freestyle 3,OBRAS/FONOGRAMAS/Eligible
freestyle 4,title,freestyle 4,OBRAS/FONOGRAMAS/Eligible
freestyle 5,title,freestyle 5,OBRAS/FONOGRAMAS/Eligible
freestyle 6,title,freestyle 6,OBRAS/FONOGRAMAS/Eligible
freestyle 7,title,freestyle 7,OBRAS/FONOGRAMAS/Eligible
freestyle 8,title,freestyle 8,OBRAS/FONOGRAMAS/Eligible
freestyle 9,title,freestyle 9,OBRAS/FONOGRAMAS/Eligible
freestyle do campeao,title,freestyle do campeao,OBRAS/FONOGRAMAS/Eligible
freestylelienigena,title,freestylelienigena,OBRAS/FONOGRAMAS/Eligible
freestylelienigena 2.0,title,freestylelienigena 2.0,OBRAS/FONOGRAMAS/Eligible
frevereiro no 3,title,frevereiro no 3,OBRAS/FONOGRAMAS/Eligible
frevo,title,frevo,OBRAS/FONOGRAMAS/Eligible
fria navalha,title,fria navalha,OBRAS/FONOGRAMAS/Eligible
frio,title,frio,OBRAS/FONOGRAMAS/Eligible
frio e calculista,title,frio e calculista,OBRAS/FONOGRAMAS/Eligible
from lust to dust,title,from lust to dust,OBRAS/FONOGRAMAS/Eligible
frozen fear,title,frozen fear,OBRAS/FONOGRAMAS/Eligible
fsk,title,fsk,OBRAS/FONOGRAMAS/Eligible
fuck copias,title,fuck copias,OBRAS/FONOGRAMAS/Eligible
fude com o amanha,title,fude com o amanha,OBRAS/FONOGRAMAS/Eligible
fuder chapada,title,fuder chapada,OBRAS/FONOGRAMAS/Eligible
fuga,title,fuga,OBRAS/FONOGRAMAS/Eligible
fuga de xre,title,fuga de xre,OBRAS/FONOGRAMAS/Eligible
fuga na viatura,title,fuga na viatura,OBRAS/FONOGRAMAS/Eligible
fuga nos fugazzi,title,fuga nos fugazzi,OBRAS/FONOGRAMAS/Eligible
fugindo em re menor,title,fugindo em re menor,OBRAS/FONOGRAMAS/Eligible
fugir da vida,title,fugir da vida,OBRAS/FONOGRAMAS/Eligible
fugir daqui (mensagem),title,fugir daqui (mensagem),OBRAS/FONOGRAMAS/Eligible
fugiu de casa,title,fugiu de casa,OBRAS/FONOGRAMAS/Eligible
fuguetada,title,fuguetada,OBRAS/FONOGRAMAS/Eligible
fuleragem,title,fuleragem,OBRAS/FONOGRAMAS/Eligible
fulo de abril,title,fulo de abril,OBRAS/FONOGRAMAS/Eligible
fumo e fico lento mais o sexo e violento,title,fumo e fico lento mais o sexo e violento,OBRAS/FONOGRAMAS/Eligible
funcao,title,funcao,OBRAS/FONOGRAMAS/Eligible
fundadores da toman (tokyo revengers),title,fundadores da toman (tokyo revengers),OBRAS/FONOGRAMAS/Eligible
fundo da america,title,fundo da america,OBRAS/FONOGRAMAS/Eligible
fundo de quintal,title,fundo de quintal,OBRAS/FONOGRAMAS/Eligible
funeral,title,funeral,OBRAS/FONOGRAMAS/Eligible
fungos,title,fungos,OBRAS/FONOGRAMAS/Eligible
funk e amor,title,funk e amor,OBRAS/FONOGRAMAS/Eligible
funk universitario (funk do calaf),title,funk universitario (funk do calaf),OBRAS/FONOGRAMAS/Eligible
funk universitario (funk do calaf) -,title,funk universitario (funk do calaf) -,OBRAS/FONOGRAMAS/Eligible
funkstein,title,funkstein,OBRAS/FONOGRAMAS/Eligible
furacao do baile,title,furacao do baile,OBRAS/FONOGRAMAS/Eligible
furia louca,title,furia louca,OBRAS/FONOGRAMAS/Eligible
furico,title,furico,OBRAS/FONOGRAMAS/Eligible
fusion music,title,fusion music,OBRAS/FONOGRAMAS/Eligible
futbetsvipe,title,futbetsvipe,OBRAS/FONOGRAMAS/Eligible
futebol de varzea,title,futebol de varzea,OBRAS/FONOGRAMAS/Eligible
futebol de varzea pt.2,title,futebol de varzea pt.2,OBRAS/FONOGRAMAS/Eligible
futebol no terrao,title,futebol no terrao,OBRAS/FONOGRAMAS/Eligible
futmesa,title,futmesa,OBRAS/FONOGRAMAS/Eligible
futmesa da praia esporte,title,futmesa da praia esporte,OBRAS/FONOGRAMAS/Eligible
futsabao,title,futsabao,OBRAS/FONOGRAMAS/Eligible
future tense,title,future tense,OBRAS/FONOGRAMAS/Eligible
futurephobia,title,futurephobia,OBRAS/FONOGRAMAS/Eligible
futuro,title,futuro,OBRAS/FONOGRAMAS/Eligible
fuzil adaptado,title,fuzil adaptado,OBRAS/FONOGRAMAS/Eligible
fuzil lindo remix brega funk,title,fuzil lindo remix brega funk,OBRAS/FONOGRAMAS/Eligible
g.d.o.,title,g.d.o.,OBRAS/FONOGRAMAS/Eligible
g.e.b.,title,g.e.b.,OBRAS/FONOGRAMAS/Eligible
g.s.s,title,g.s.s,OBRAS/FONOGRAMAS/Eligible
g19,title,g19,OBRAS/FONOGRAMAS/Eligible
gabimaru: sou vazio,title,gabimaru: sou vazio,OBRAS/FONOGRAMAS/Eligible
gabriel fenomeno,title,gabriel fenomeno,OBRAS/FONOGRAMAS/Eligible
gabriela,title,gabriela,OBRAS/FONOGRAMAS/Eligible
gaiola e o troco,title,gaiola e o troco,OBRAS/FONOGRAMAS/Eligible
gaita do folei,title,gaita do folei,OBRAS/FONOGRAMAS/Eligible
gaita dos fluxos,title,gaita dos fluxos,OBRAS/FONOGRAMAS/Eligible
gaivota,title,gaivota,OBRAS/FONOGRAMAS/Eligible
galatic maniac,title,galatic maniac,OBRAS/FONOGRAMAS/Eligible
galega do mal,title,galega do mal,OBRAS/FONOGRAMAS/Eligible
galego do trombone,title,galego do trombone,OBRAS/FONOGRAMAS/Eligible
galera bet,title,galera bet,OBRAS/FONOGRAMAS/Eligible
galeria,title,galeria,OBRAS/FONOGRAMAS/Eligible
galerosa ou apaixonado,title,galerosa ou apaixonado,OBRAS/FONOGRAMAS/Eligible
galopando,title,galopando,OBRAS/FONOGRAMAS/Eligible
galope de jurema,title,galope de jurema,OBRAS/FONOGRAMAS/Eligible
gama,title,gama,OBRAS/FONOGRAMAS/Eligible
gambiarra,title,gambiarra,OBRAS/FONOGRAMAS/Eligible
game over,title,game over,OBRAS/FONOGRAMAS/Eligible
ganancia,title,ganancia,OBRAS/FONOGRAMAS/Eligible
gandaia das ondas,title,gandaia das ondas,OBRAS/FONOGRAMAS/Eligible
gangorra,title,gangorra,OBRAS/FONOGRAMAS/Eligible
gangsta predileto,title,gangsta predileto,OBRAS/FONOGRAMAS/Eligible
garcia (intro),title,garcia (intro),OBRAS/FONOGRAMAS/Eligible
gare du nord,title,gare du nord,OBRAS/FONOGRAMAS/Eligible
garimpo,title,garimpo,OBRAS/FONOGRAMAS/Eligible
garoa,title,garoa,OBRAS/FONOGRAMAS/Eligible
garota fashion,title,garota fashion,OBRAS/FONOGRAMAS/Eligible
garota sensual,title,garota sensual,OBRAS/FONOGRAMAS/Eligible
garoto de ouro (kintaro),title,garoto de ouro (kintaro),OBRAS/FONOGRAMAS/Eligible
garotos perdidos,title,garotos perdidos,OBRAS/FONOGRAMAS/Eligible
garradin,title,garradin,OBRAS/FONOGRAMAS/Eligible
garrafa black,title,garrafa black,OBRAS/FONOGRAMAS/Eligible
gas chamber,title,gas chamber,OBRAS/FONOGRAMAS/Eligible
gata do crime,title,gata do crime,OBRAS/FONOGRAMAS/Eligible
gatilho,title,gatilho,OBRAS/FONOGRAMAS/Eligible
gatilhos de um porque,title,gatilhos de um porque,OBRAS/FONOGRAMAS/Eligible
gato bebe leite,title,gato bebe leite,OBRAS/FONOGRAMAS/Eligible
gatos & tabacos,title,gatos & tabacos,OBRAS/FONOGRAMAS/Eligible
gaveta,title,gaveta,OBRAS/FONOGRAMAS/Eligible
gegeu e michel,title,gegeu e michel,OBRAS/FONOGRAMAS/Eligible
gelato,title,gelato,OBRAS/FONOGRAMAS/Eligible
geme baixo,title,geme baixo,OBRAS/FONOGRAMAS/Eligible
"geme bem baixinho, deixa escondido",title,"geme bem baixinho, deixa escondido",OBRAS/FONOGRAMAS/Eligible
geme tomando de quatro,title,geme tomando de quatro,OBRAS/FONOGRAMAS/Eligible
gemidao meme ohhhh oh,title,gemidao meme ohhhh oh,OBRAS/FONOGRAMAS/Eligible
geminiana - acustico altamira 6# - pele,title,geminiana - acustico altamira 6# - pele,OBRAS/FONOGRAMAS/Eligible
gene x,title,gene x,OBRAS/FONOGRAMAS/Eligible
general crisis,title,general crisis,OBRAS/FONOGRAMAS/Eligible
genesis,title,genesis,OBRAS/FONOGRAMAS/Eligible
gengar freestyle,title,gengar freestyle,OBRAS/FONOGRAMAS/Eligible
genio abstrato,title,genio abstrato,OBRAS/FONOGRAMAS/Eligible
genius freestyle,title,genius freestyle,OBRAS/FONOGRAMAS/Eligible
gennins de konoha,title,gennins de konoha,OBRAS/FONOGRAMAS/Eligible
gente de bem?,title,gente de bem?,OBRAS/FONOGRAMAS/Eligible
george clooney,title,george clooney,OBRAS/FONOGRAMAS/Eligible
gera bacteria,title,gera bacteria,OBRAS/FONOGRAMAS/Eligible
geracao,title,geracao,OBRAS/FONOGRAMAS/Eligible
geracao elevada,title,geracao elevada,OBRAS/FONOGRAMAS/Eligible
get rich,title,get rich,OBRAS/FONOGRAMAS/Eligible
get thrashed or die trying,title,get thrashed or die trying,OBRAS/FONOGRAMAS/Eligible
get up and try again,title,get up and try again,OBRAS/FONOGRAMAS/Eligible
ghost,title,ghost,OBRAS/FONOGRAMAS/Eligible
ghost girl,title,ghost girl,OBRAS/FONOGRAMAS/Eligible
gideao - os 300 de israel,title,gideao - os 300 de israel,OBRAS/FONOGRAMAS/Eligible
gigante,title,gigante,OBRAS/FONOGRAMAS/Eligible
gigantes na ira,title,gigantes na ira,OBRAS/FONOGRAMAS/Eligible
gimme my lighter,title,gimme my lighter,OBRAS/FONOGRAMAS/Eligible
gira roda,title,gira roda,OBRAS/FONOGRAMAS/Eligible
giramundo,title,giramundo,OBRAS/FONOGRAMAS/Eligible
giramundo 2,title,giramundo 2,OBRAS/FONOGRAMAS/Eligible
girassois (cena m1),title,girassois (cena m1),OBRAS/FONOGRAMAS/Eligible
girassol,title,girassol,OBRAS/FONOGRAMAS/Eligible
girl safada,title,girl safada,OBRAS/FONOGRAMAS/Eligible
give me destruction or give me death,title,give me destruction or give me death,OBRAS/FONOGRAMAS/Eligible
give me love,title,give me love,OBRAS/FONOGRAMAS/Eligible
givenchy,title,givenchy,OBRAS/FONOGRAMAS/Eligible
glock adaptada,title,glock adaptada,OBRAS/FONOGRAMAS/Eligible
glock camuflada,title,glock camuflada,OBRAS/FONOGRAMAS/Eligible
glock de marginal,title,glock de marginal,OBRAS/FONOGRAMAS/Eligible
glock flamejante,title,glock flamejante,OBRAS/FONOGRAMAS/Eligible
glock na cinta,title,glock na cinta,OBRAS/FONOGRAMAS/Eligible
glock serpente,title,glock serpente,OBRAS/FONOGRAMAS/Eligible
glockada adaptada,title,glockada adaptada,OBRAS/FONOGRAMAS/Eligible
gloriosa evolucao,title,gloriosa evolucao,OBRAS/FONOGRAMAS/Eligible
gloriosa keke,title,gloriosa keke,OBRAS/FONOGRAMAS/Eligible
go beyond the top,title,go beyond the top,OBRAS/FONOGRAMAS/Eligible
going with the wind,title,going with the wind,OBRAS/FONOGRAMAS/Eligible
gojo: tema meu poder,title,gojo: tema meu poder,OBRAS/FONOGRAMAS/Eligible
gol branco,title,gol branco,OBRAS/FONOGRAMAS/Eligible
gol branco 2,title,gol branco 2,OBRAS/FONOGRAMAS/Eligible
gold,title,gold,OBRAS/FONOGRAMAS/Eligible
gold esporte,title,gold esporte,OBRAS/FONOGRAMAS/Eligible
goldcypher capitulo 1 uniao,title,goldcypher capitulo 1 uniao,OBRAS/FONOGRAMAS/Eligible
golden wind! | (jojo's bizarre adventure),title,golden wind! | (jojo's bizarre adventure),OBRAS/FONOGRAMAS/Eligible
golpe violento,title,golpe violento,OBRAS/FONOGRAMAS/Eligible
gonexam,title,gonexam,OBRAS/FONOGRAMAS/Eligible
gonzagueando robert jonhson,title,gonzagueando robert jonhson,OBRAS/FONOGRAMAS/Eligible
good all days,title,good all days,OBRAS/FONOGRAMAS/Eligible
good ol' dayz (imersao),title,good ol' dayz (imersao),OBRAS/FONOGRAMAS/Eligible
good old days,title,good old days,OBRAS/FONOGRAMAS/Eligible
gordin bets,title,gordin bets,OBRAS/FONOGRAMAS/Eligible
gordinho fc,title,gordinho fc,OBRAS/FONOGRAMAS/Eligible
