EDITORA,PROGRAMA,NÚMERO PROGRAMA,EXIBIÇÃO (GRAVADO OU REPRISE),"CATEGORIA DO PROGRAMA (PROGRAMA, NOVELA)",DATA DE EXIBIÇÃO,NOME DA MÚSICA,AUTOR,INTERPRETE,TIPO DE SINCRONIZAÇÃO,PERCENTUAL A PAGAR - EDITORA,VALOR A PAGAR - EDITORA,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
DIVERSAS,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,MACETANDO,IVERSON DE SOUZA ARAUJO,IVETE SANGALO,FUNDO MUSICAL,100.00%,1673.31,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatório Solicitação
DIVERSAS,PROGRAMA DO RATINHO,3504,GRAVADO,PROGRAMA,28/02/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,IVETE SANGALO,FUNDO MUSICAL,100.00%,1673.31,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatório Solicitação
DIVERSAS,DOMINGO LEGAL,1566,GRAVADO,PROGRAMA,14/01/2024,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,FUNDO MUSICAL,100.00%,1673.31,,DEIXE QUEIMAR,T-327.329.814-5,True,artist_alias,Relatório Solicitação
DIVERSAS,DOMINGO LEGAL,1566,GRAVADO,PROGRAMA,14/01/2024,DEIXE QUEIMAR,Henrique Mendonça / Henrique Mendonça,HENRIQUE MENDONÇA,FUNDO MUSICAL,100.00%,1673.31,,DEIXE QUEIMAR,T-327.329.814-5,True,artist_alias,Relatório Solicitação
