Planilha de Sincronização Musical,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,__title_norm,__author_norm,__is_match,__sheet
SAUDADE,,,CHRYSTIAN JOSE PEREIRA DA SILVA NETO ( CHRYSTIAN ),IRMÃOS VITALE - 100%,,TALIS E WELINGTON,,,APARECIDA SERTANEJA,471,,,2024-01-21 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,saudade,,True,Sincronização Musical
LUA,,,JOAQUIM MOREIRA DA SILVA ( JOAQUIM MOREIRA ) / PEDRO PAULO DOS SANTOS ( PAULO GAUCHO ),PEERMUSIC - 50%/ UNIVERSAL 50%,,VINICIUS E ENZO,,,PROSA DE AMIGOS,163,,,2024-01-02 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,lua,,True,Sincronização Musical
LUA,,,JOAQUIM MOREIRA DA SILVA ( JOAQUIM MOREIRA ) / PEDRO PAULO DOS SANTOS ( PAULO GAUCHO ),PEERMUSIC - 50%/ UNIVERSAL 50%,,VINICIUS E ENZO,,,PROSA DE AMIGOS,163,,,2024-01-07 00:00:00,PERFORMANCE,,REPRISE,SEM DIGITAL,lua,,True,Sincronização Musical
PROPOSTA,,,ADEMAR BENEDITO DOS SANTOS ( ITAMARACA ) / CLAUDIO BALESTRO ( CLAUCO ),UNIVERSAL - 100%,,PEÃO CARREIRO E PRAIANO,,,TERRA DA PADROEIRA,894,,,2024-01-06 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,proposta,,True,Sincronização Musical
DESPEDIDA,,,DIREITOS RESERVADOS,SEM INFORMAÇÃO,,FOLIA DE REIS ESTRELA DE OURO,,,TERRA DA PADROEIRA,895,,,2024-01-13 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,despedida,,True,Sincronização Musical
UTOPIA,,,JOSE FERNANDES DE OLIVEIRA ( PE. ZEZINHO SCJ ),PAULINAS-COMEP - 100%,,SILVIO BRITO,,,TERRA DA PADROEIRA,896,,,2024-01-20 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,utopia,,True,Sincronização Musical
NOSSAS DIFERENÇAS,,,DOMINGOS AMARAI SABINO DA CUNHA ( AMARAI ) / WANDERLEY TARICANO,UNIVERSAL - 100%,,BELMONTE E AMARAÍ,,,TERRA DA PADROEIRA,897,,,2024-01-27 00:00:00,PERFORMANCE,,REPRISE,COM DIGITAL,nossas diferencas,,True,Sincronização Musical
