Programa,Exibição,Música,Autor,Intérprete,Editora,Tipo,TOTAL,Mídia,Canal,Gênero,Episódio Nr.,Acervo Sim ou Não,Data da 1ª Exibição (apenas para conferência),Exibição.1,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
Experimente,2024-11-18 00:00:00,Jogo Da Vida,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,Unknown Publisher,Performance,,,,,,,,,,JOGO DA VIDA,T-306.795.376-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-15 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-15 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-16 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-16 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-18 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-18 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Conversa Com Bial,2024-11-25 00:00:00,Fetiche,"Baco Exu Do Blues,Dactes,Diogo Alvaro Ferreira Moncorvo,Jlz,Marcelo De Lamare,Marcos Mauricio",Baco Exu Do Blues,Boa Musica Brasil Direitos Musicais Ltda,Performance,,,,,,,,,,FETICHE,T-316.009.896-0,True,artist_alias,Relatório UBEM - Canal Brasil
Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Ao Vivo Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Ao Vivo Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,Maria,Matuê,Matuê,Unknown Publisher,Ao Vivo Performance,,,,,,,,,,MARIA,T-307.006.304-2,True,artist_alias,Relatório UBEM - Canal Brasil
Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,Maria,Matuê,Matuê,Unknown Publisher,Ao Vivo Performance,,,,,,,,,,MARIA,T-311.953.638-4,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2024-11-22 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Clipe Musical,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2024-11-25 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Clipe Musical,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2024-11-26 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Clipe Musical,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2024-11-27 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Clipe Musical,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-11-25 00:00:00,Amor Incendiário,Yago Oproprio,Yago Oproprio,Unknown Publisher,Ao Vivo Performance,,,,,,,,,,AMOR INCENDIÁRIO,T-040.507.369-9,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-11-26 00:00:00,Amor Incendiário,Yago Oproprio,Yago Oproprio,Unknown Publisher,Performance,,,,,,,,,,AMOR INCENDIÁRIO,T-040.507.369-9,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-11-25 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Ao Vivo Performance,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-11-26 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Performance,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-08 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-08 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-13 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-13 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-14 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-14 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-15 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-15 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,AQUI,T-039.298.063-0,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance Acervo,,,,,,,,,,CONFESSO,T-324.068.646-4,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,,,,,,,,,TOLERÂNCIA,T-317.839.732-1,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-10 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-10 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-12 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-12 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-14 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-14 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-15 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,T-305.619.017-7,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-15 00:00:00,Miragem,Davi Salles,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance Acervo,,,,,,,,,,MIRAGEM,,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-09 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-09 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-10 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-10 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-11 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-11 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Rock In Rio - Melhores Momentos: Rock In Rio 2024 - Matuê Part Wiu E Teto,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MAQUINA DO TEMPO,T-040.341.279-2,True,artist_alias,Relatório UBEM - Canal Brasil
Especial Rock In Rio - Melhores Momentos: Rock In Rio 2024 - Matuê Part Wiu E Teto,2024-10-12 00:00:00,Máquina Do Tempo,Matuê,Matuê,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,MÁQUINA DO TEMPO,T-301.567.051-2,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-10-24 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Ao Vivo Performance,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Ao Vivo,2024-10-25 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Performance,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz Experimente,2024-10-19 00:00:00,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,"Editora E Importadora Musical Fermata Do Brasil Ltda,Unknown Publisher",Clipe Musical,,,,,,,,,,LA NOCHE,T-328.946.779-0,True,artist_alias,Relatório UBEM - Canal Brasil
Escolinha Professor Raimundo,2024-10-01 00:00:00,Sebastiana,"Antonio Lesse Filho,Chico Anysio",Anonimo,Editora Musical Corisco Ltda,Performance,,,,,,,,,,SEBASTIANA,,True,artist_alias,Relatório UBEM - Canal Brasil
Escolinha Professor Raimundo,2024-10-11 00:00:00,Carcara,"Joao Do Valle,Jose Candido",Anonimo,Warner Chappell Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,CARCARA,T-040.347.911-7,True,artist_alias,Relatório UBEM - Canal Brasil
Escolinha Professor Raimundo,2024-10-11 00:00:00,Carcara,"Joao Do Valle,Jose Candido",Anonimo,Warner Chappell Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,CARCARÁ,T-308.468.519-4,True,artist_alias,Relatório UBEM - Canal Brasil
ESTRELA DA CASA,2024-09-14 00:00:00,MACETANDO,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE,SAMIR TRINDADE",IVETE SANGALO,"WARNER CHAPPELL,ADDAF,A DESCOBRIR,WARNER CHAPPELL",MUSICA COMERCIAL,,,,,,,,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatório UBEM - Canal Brasil
ALTAS HORAS,2024-09-21 00:00:00,FINAL FELIZ,JORGE VERCILLO,JORGE VERCILLO,WARNER CHAPPELL,MUSICA COMERCIAL,,,,,,,,,,FINAL FELIZ,T-315.996.147-0,True,artist_alias,Relatório UBEM - Canal Brasil
ALTAS HORAS,2024-09-21 00:00:00,SAMURAI,DJAVAN,JORGE VERCILLO,LUANDA,MUSICA COMERCIAL,,,,,,,,,,SAMURAI,T-300.960.761-4,True,artist_alias,Relatório UBEM - Canal Brasil
FANTASTICO,2024-09-22 00:00:00,MACETANDO,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE,SAMIR TRINDADE",IVETE SANGALO,"WARNER CHAPPELL,ADDAF,A DESCOBRIR,WARNER CHAPPELL",MUSICA COMERCIAL,,,,,,,,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatório UBEM - Canal Brasil
