TÍTULO ORIGINAL,TÍTULO LOCAL,DATA EXIBIÇÃO,HORÁRIO DE EXIBIÇÃO,NÚMERO EPISÓDIO/CAPÍTULO,TEMPORADA,TÍTULO ORIGINAL DO EPISÓDIO,TÍTULO LOCAL DO EPISÓDIO,PRODUTOR,ANO DE PRODUÇÃO,DIRETOR,ORDEM EXECUÇÃO,TÍTULO DA OBRA MUSICAL,TIPO DE MÚSICA,AUTOR,INTERPRETE,SEGUNDOS,CLASSIFICAÇÃO,COMPOSITOR(ES) DAS TRILHAS DO PROGRAMA,EDITORA,GRAVADORA,ISRC,SUBMIX / TIPO DE ARRANJO,__title_norm,__author_norm,__is_match,__sheet
VICKY E A MUSA,,24/01/2024,,15,,,,,,,6,FELICIDADE,MUSICA COMERCIAL,"GABRIEL MOURA,LEANDRO FAB,PRETINHO DA SERRINHA,SEU JORGE",ELENCO,80,PE,,"WARNER CHAPPELL,SONY MUSIC PUBLISHING,UNIVERSAL MGB,SONY MUSIC PUBLISHING",,,FULL MIX,felicidade,elenco,True,MusicCueSheet_Globoplay_Jan24
VICKY E A MUSA,,24/01/2024,,14,,,,,,,3,AMANHA,MUSICA COMERCIAL,GUILHERME ARANTES,ELENCO,142,PE,,WARNER CHAPPELL,,,FULL MIX,amanha,elenco,True,MusicCueSheet_Globoplay_Jan24
VICKY E A MUSA,,24/01/2024,,26,,,,,,,31,PRELUDIO,MUSICA COMERCIAL,"RAUL SEIXAS,RAUL SEIXAS",ELENCO,39,PE,,"NOWA,WARNER CHAPPELL",,,FULL MIX,preludio,elenco,True,MusicCueSheet_Globoplay_Jan24
VICKY E A MUSA,,24/01/2024,,21,,,,,,,12,FELICIDADE,MUSICA COMERCIAL,"CHICO CESAR,MARCELO JENECI",ELENCO,100,PE,,"DECK,WARNER CHAPPELL",,,FULL MIX,felicidade,elenco,True,MusicCueSheet_Globoplay_Jan24
