SINCRONIZAÇÃO MUSICAL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,__title_norm,__author_norm,__is_match,__sheet
Mídia,Canal,Data,Gênero,Programa,Episódio Nr.,Título da Obra,Autor(es),Intérprete(s),Editora(s),Tipo de Sincronização,Acervo Sim ou Não,Data da 1ª Exibição (apenas para conferência),Exibição,midia,,True,CanalBrasil_Janeiro24
