PROGRAMA,Exibição,Música,Autor,Intérprete,Tipo,Sincronização,VOD,Total,Unnamed: 9,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
BAND FOLIA,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-10,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-12,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-13,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-13,HEY,IVETE SANGALO,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,HEY,T-305.219.212-4,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-13,PACIENCIA,DUDU FALCAO / LENINE,LENINE,PE,0.0,52.3166,52.3166,,,PACIENCIA,T-039.497.721-9,True,artist_alias,Relatorio_UBEM
BAND FOLIA,2024-02-13,PACIENCIA,DUDU FALCAO / LENINE,LENINE,PE,0.0,52.3166,52.3166,,,PACIÊNCIA,T-040.522.253-8,True,artist_alias,Relatorio_UBEM
VIRADA NA BAND 2024,2023-12-31,MACETANDO,IVETE SANGALO / LUCIANO CHAVES / SAMIR TRINDADE,IVETE SANGALO,PE,0.0,52.3166,52.3166,,,MACETANDO,T-318.000.000-0,True,artist_alias,Relatorio_UBEM
