Canal,Data,Programa,Episódio Nr.,Título da Obra,Autor(es),Intérprete(s),Editora(s),Tipo de Sincronização,Acervo Sim ou Não,Minutagem,Data da 1ª Exibição (apenas para conferência),Inédito,Rebatida,Reprise,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
BIS,2023-11-13,Prêmio Multishow 2023 - Musicais,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-13,Prêmio Multishow 2023 - Musicais,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-13,Prêmio Multishow 2023.,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-13,Prêmio Multishow 2023.,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-14,Prêmio Multishow 2023 - Musicais,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-14,Prêmio Multishow 2023 - Musicais,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-11,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-22,Experimente.,6.0,Karamba,"Mateus Mameri Tinoco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:06,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-22,Experimente.,6.0,Lambada Do Flop,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:44,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-22,Experimente.,6.0,Você Não Existe,"Dante Augusto Lima Cabral Da Costa,Mateus Mameri Tinôco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:04:22,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-23,Experimente.,6.0,Karamba,"Mateus Mameri Tinoco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:06,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-23,Experimente.,6.0,Lambada Do Flop,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:44,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-23,Experimente.,6.0,Você Não Existe,"Dante Augusto Lima Cabral Da Costa,Mateus Mameri Tinôco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:04:22,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-26,Experimente.,6.0,Karamba,"Mateus Mameri Tinoco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:06,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-26,Experimente.,6.0,Lambada Do Flop,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:44,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-26,Experimente.,6.0,Você Não Existe,"Dante Augusto Lima Cabral Da Costa,Mateus Mameri Tinôco,Potyguara Bardo",Potyguara Bardo,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:04:22,2020-07-28,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Admirável Chip Novo,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Brinquedo Torto,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Dilúvio,"Danilo Valbusa,Day,Marcelinho Ferraz,Pedro Caropreso,Tiê Castro,Vitão",Day,"Universal Music Publishing Mgb Brasil Ltda.,Bmg Rights Management Brasil Ltda.,Deck Producoes Artisticas Ltda",Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Equalize,"Peu Souza,Pitty",Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,I Wanna Be,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Jurei Que Não Ia Falar De Amor,"Dan Valbusa,Day",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Me Adora,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Memórias,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Metamorfose,"Adriano Alves,Day,Dj Dash,Marcelinho Ferraz",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Na Sua Estante,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Pulsos,"Martin,Pitty",Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
BIS,2023-11-30,Versões,2.0,Semana Que Vem,Pitty,Day,Deck Producoes Artisticas Ltda,Performance,Não,00:04:00,2020-11-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-01,Alma De Cozinheira,16.0,Voltei Pra Mim,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:00:48,2023-10-25,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-07,"Que História É Essa, Porchat?",27.0,Triunfo,"Emicida,Felipe Vassão",Emicida,Warner Chappell Edições Musicais Ltda.,Fundo Musical,Não,00:00:01,2020-10-20,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-08,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-09,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-09,Que Seja Doce,8.0,"Cuca Te Pega, A","Dori Caymmi,Geraldo Case",Dorival Caymmi,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical ACERVO,Sim,00:00:42,2018-03-14,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-10,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-11,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-12,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-12,"Que História É Essa, Porchat?",27.0,Triunfo,"Emicida,Felipe Vassão",Emicida,Warner Chappell Edições Musicais Ltda.,Fundo Musical,Não,00:00:01,2020-10-20,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-13,"Taste Brasil, The ",10.0,Nossa Luz,Eduardo Dusek,Fagner,Irmaos Vitale Editores Ltda,Fundo Musical,Não,00:01:34,2023-10-26,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-15,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-16,Tempero De Família,12.0,Lá E Lô,Lenine,Lenine,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical ACERVO,Sim,00:04:32,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-16,Tempero De Família,12.0,O Último Pôr Do Sol,"Lenine,Lula Queiroga",Lenine,"HUMAITA EDIÇÕES MUSICAIS LTDA,Boa Musica Brasil Direitos Musicais Ltda",Fundo Musical ACERVO,Sim,00:01:50,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-16,Tempero De Família,12.0,Olho De Peixe,Lenine,Lenine,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical ACERVO,Sim,00:03:33,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-18,Alma De Cozinheira,18.0,Por Supuesto,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical,Não,00:01:57,2023-11-08,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-19,Tempero De Família,12.0,Lá E Lô,Lenine,Lenine,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical ACERVO,Sim,00:04:32,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-19,Tempero De Família,12.0,O Último Pôr Do Sol,"Lenine,Lula Queiroga",Lenine,"HUMAITA EDIÇÕES MUSICAIS LTDA,Boa Musica Brasil Direitos Musicais Ltda",Fundo Musical ACERVO,Sim,00:01:50,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-19,Tempero De Família,12.0,Olho De Peixe,Lenine,Lenine,Boa Musica Brasil Direitos Musicais Ltda,Fundo Musical ACERVO,Sim,00:03:33,2017-05-25,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-27,Que Seja Doce,18.0,Você Já Foi À Bahia?,Dorival Caymmi,Dorival Caymmi,"MANGIONE, FILHOS & CIA. LTDA.",Fundo Musical,Não,00:01:14,2019-04-03,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
GNT,2023-11-30,Que Seja Doce,7.0,Berimbau,"Baden Powell,Vinícius De Moraes",Vinícius De Moraes,Universal Music Publishing Mgb Brasil Ltda.,Fundo Musical ACERVO,Sim,00:00:10,2015-10-13,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-01,Prêmio Multishow - Especial 2022,1.0,Acorda Pedrinho,"Bernardo Crisostomo Pasquali,Bernardo Derviche Hey,Gabriel Dunajski Mendes,Gustavo Pimentel Karam,Rafael Dunajski Mendes",Jovem Dionísio,Warner Chappell Edições Musicais Ltda.,Performance,Não,00:00:47,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-01,Prêmio Multishow - Especial 2022,1.0,Idiota,"Jão,Pedro Tofani,Zebu",Jão,"Warner Chappell Edições Musicais Ltda.,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:00:36,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-02,Prêmio Multishow - Especial 2022,1.0,Acorda Pedrinho,"Bernardo Crisostomo Pasquali,Bernardo Derviche Hey,Gabriel Dunajski Mendes,Gustavo Pimentel Karam,Rafael Dunajski Mendes",Jovem Dionísio,Warner Chappell Edições Musicais Ltda.,Performance,Não,00:00:47,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-02,Prêmio Multishow - Especial 2022,1.0,Idiota,"Jão,Pedro Tofani,Zebu",Jão,"Warner Chappell Edições Musicais Ltda.,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:00:36,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-03,Prêmio Multishow - Especial 2022,1.0,Acorda Pedrinho,"Bernardo Crisostomo Pasquali,Bernardo Derviche Hey,Gabriel Dunajski Mendes,Gustavo Pimentel Karam,Rafael Dunajski Mendes",Jovem Dionísio,Warner Chappell Edições Musicais Ltda.,Performance,Não,00:00:47,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-03,Prêmio Multishow - Especial 2022,1.0,Idiota,"Jão,Pedro Tofani,Zebu",Jão,"Warner Chappell Edições Musicais Ltda.,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:00:36,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-03,Tô De Graça,29.0,Pá Em Todo Mundo,"Dennis Dj,Gabriel Cantini",Dennis Dj,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:01:01,2020-07-22,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-04,Prêmio Multishow - Especial 2022,1.0,Acorda Pedrinho,"Bernardo Crisostomo Pasquali,Bernardo Derviche Hey,Gabriel Dunajski Mendes,Gustavo Pimentel Karam,Rafael Dunajski Mendes",Jovem Dionísio,Warner Chappell Edições Musicais Ltda.,Performance,Não,00:00:47,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-04,Prêmio Multishow - Especial 2022,1.0,Idiota,"Jão,Pedro Tofani,Zebu",Jão,"Warner Chappell Edições Musicais Ltda.,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:00:36,2022-10-23,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-04,Tô De Graça,22.0,Arrocha Dos Cornos,Dj Guuga,Dj Guuga,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:00:08,2020-07-13,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-04,Tô De Graça,22.0,Debaixo Dos Caracóis Dos Seus Cabelos,"Erasmo Carlos,Roberto Carlos",Ivete Sangalo,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:00:57,2020-07-13,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-05,Tô De Graça,22.0,Arrocha Dos Cornos,Dj Guuga,Dj Guuga,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:00:08,2020-07-13,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-05,Tô De Graça,22.0,Debaixo Dos Caracóis Dos Seus Cabelos,"Erasmo Carlos,Roberto Carlos",Ivete Sangalo,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:00:57,2020-07-13,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-06,Tô De Graça,29.0,Pá Em Todo Mundo,"Dennis Dj,Gabriel Cantini",Dennis Dj,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:01:01,2020-07-22,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-06,Vai Que Cola,32.0,Dançando,"Filipe Escandurras,Marcio Victor,Tierry Coringa",Ivete Sangalo,IESSI MUSIC LABEL LTDA,Performance ACERVO,Sim,00:01:36,2013-08-20,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-07,Portugal Show,17.0,Te Amo Disgraça,Baco Exú Do Blues,Baco Exú Do Blues,"Unknown Publisher,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.",Performance,Não,00:00:02,2023-11-07,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-07,Tvz Ao Vivo,67.0,Marolento,"Borges,Puterrier",Puterrier,Unknown Publisher,Performance,Não,00:03:03,2023-11-07,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-08,Portugal Show,17.0,Te Amo Disgraça,Baco Exú Do Blues,Baco Exú Do Blues,"Unknown Publisher,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.",Performance,Não,00:00:02,2023-11-07,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-08,Prêmio Multishow 2023,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-08,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-08,Prêmio Multishow 2023,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-08,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-08,Vai Que Cola,38.0,Ombrim,Rosa Neon,Marina Sena,"Unknown Publisher,Boa Musica Brasil Direitos Musicais Ltda",Fundo Musical,Não,00:00:26,2023-11-08,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Prêmio Multishow 2023 - Musicais,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-09,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Prêmio Multishow 2023 - Musicais,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-09,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Prêmio Multishow 2023,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Prêmio Multishow 2023,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Tô De Graça,7.0,Tipo Gin,Kevin O Chris,Kevin O Chris,Addaf - Associação Defensora De Direitos Autorais,Fundo Musical,Não,00:00:05,2021-07-27,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-09,Vai Que Cola,38.0,Ombrim,Rosa Neon,Marina Sena,"Unknown Publisher,Boa Musica Brasil Direitos Musicais Ltda",Fundo Musical,Não,00:00:26,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-10,Prêmio Multishow 2023 - Musicais,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-09,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-10,Prêmio Multishow 2023 - Musicais,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-09,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-10,Prêmio Multishow 2023,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-10,Prêmio Multishow 2023,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-08,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-11,Humor Multishow - Vai Que Cola,1.0,Acelera Aê,"Dan Kambaiah,Fabio O'brian,Gigi,Magno Santanna",Ivete Sangalo,"Deck Producoes Artisticas Ltda,IESSI MUSIC LABEL LTDA",Fundo Musical,Não,00:00:23,2023-09-18,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-11,Prêmio Multishow 2023 - Musicais,1.0,Alinhamento Milenar,"Jão,Pedro Tofani,Zebu",Jão,"Unknown Publisher,Universal Music Publishing Mgb Brasil Ltda.",Performance,Não,00:03:00,2023-11-09,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-11,Prêmio Multishow 2023 - Musicais,1.0,Tudo Pra Amar Você,"Iuri Rio Branco,Marina Sena",Marina Sena,Boa Musica Brasil Direitos Musicais Ltda,Performance,Não,00:03:00,2023-11-09,-,Rebatida,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-13,Tô De Graça,7.0,Tipo Gin,Kevin O Chris,Kevin O Chris,Addaf - Associação Defensora De Direitos Autorais,Fundo Musical,Não,00:00:05,2021-07-27,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-13,Vai Que Cola,1.0,Acelera Aê,"Dan Kambaiah,Fabio O'brian,Gigi,Magno Santanna",Ivete Sangalo,"Deck Producoes Artisticas Ltda,IESSI MUSIC LABEL LTDA",Fundo Musical,Não,00:00:23,2023-09-18,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-13,Vai Que Cola,1.0,O Golpe Tá Aí Cai Quem Quer,Dj Guuga,Dj Guuga,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.,Fundo Musical,Não,00:00:20,2023-09-18,-,-,Reprise,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-14,Tvz Ao Vivo,70.0,Alladin,"Clara Carolina Silva De Andrade,Delacruz,Italo Pereira Da Silva,Tiago Garcia Alves",Delacruz,Unknown Publisher,Performance,Não,00:03:32,2023-11-14,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-14,Tvz Ao Vivo,70.0,Apenas Um Neném,"Gloria Groove,Lukinhas,Pablo Bispo,Ruxell",Delacruz,"Warner Chappell Edições Musicais Ltda.,Unknown Publisher",Performance,Não,00:00:40,2023-11-14,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-14,Tvz Ao Vivo,70.0,Deixa A Vida Me Levar,"Eri Do Cais,Serginho Meriti",Delacruz,"Universal Music Publishing Mgb Brasil Ltda.,Unknown Publisher",Performance,Não,00:00:40,2023-11-14,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-14,Tvz Ao Vivo,70.0,Garota Nota 100,"Mc Marcinho,Michael Sullivan,Mihail Plopschi,Paulo Massadas",Delacruz,"Unknown Publisher,SONY MUSIC PUBLISHING (BRAZIL) EDIÇÕES MUSICAIS LTDA.",Performance,Não,00:00:40,2023-11-14,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
Multishow,2023-11-14,Tvz Ao Vivo,70.0,Só Love,Mc Buchecha,Delacruz,"Warner Chappell Edições Musicais Ltda.,Unknown Publisher",Performance,Não,00:00:40,2023-11-14,Inédito,-,-,,,,True,artist_alias,ConsolidadoDiversos_Dezembro23
