provider,file_stem,source_sheet,programa,data_exibicao,numero_programa,titulo_musica,autor,interprete,matched_title,matched_identifier_iswc,eligibility_basis,uncertain_match,amount_cents,amount_int,valor_editora_brl
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Versões,2025-02-28 00:00:00,,Máscara,Pitty,Day,MÁSCARA,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Conversa Com Bial,2025-02-11 00:00:00,,Fetiche,"Baco Exu Do Blues,Dactes,Diogo Alvaro Ferreira Moncorvo,Jlz,Marcelo De Lamare,Marcos Mauricio",Baco Exu Do Blues,FETICHE,T-316.009.896-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Conversa Com Bial,2025-02-12 00:00:00,,Fetiche,"Baco Exu Do Blues,Dactes,Diogo Alvaro Ferreira Moncorvo,Jlz,Marcelo De Lamare,Marcos Mauricio",Baco Exu Do Blues,FETICHE,T-316.009.896-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tempero De Família,2025-02-18 00:00:00,,É O Que Me Interessa,"Dudu Falcão,Lenine",Lenine,E O QUE ME INTERESSA,T-042.618.597-8,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Escolinha Professor Raimundo,2025-02-24 00:00:00,,Sebastiana,"Antonio Lesse Filho,Chico Anysio",Anonimo,SEBASTIANA,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Escolinha Professor Raimundo,2025-02-25 00:00:00,,Sebastiana,"Antonio Lesse Filho,Chico Anysio",Anonimo,SEBASTIANA,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Altas Horas,2024-11-09 00:00:00,,Macetando,"Ivete Sangalo,Luciano Chaves,Samir Trindade",Ivete Sangalo,MACETANDO,T-318.000.000-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Conversa Com Bial,2024-11-25 00:00:00,,Fetiche,"Dactes,Diogo Alvaro Ferreira Moncorvo,Jlz,Marcelo De Lamare,Marcos Mauricio",Baco Exu Do Blues,FETICHE,T-316.009.896-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024,2024-11-23 00:00:00,,Maria,"Jose Alberto De Oliveira Girao Filho,Lorentz,Matue,Palaze,Quantich Beats,Samuel Batista",Matue,MARIA,T-307.006.304-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024,2024-11-23 00:00:00,,Maria,"Jose Alberto De Oliveira Girao Filho,Lorentz,Matue,Palaze,Quantich Beats,Samuel Batista",Matue,MARIA,T-311.953.638-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,A Grande Familia,2024-11-11 00:00:00,,Ouro De Tolo,Raul Seixas,Berna Ceppas,OURO DE TOLO,T-335.572.181-8,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Barão 40,2024-11-05 00:00:00,,Coleção,"Cassiano,Paulo Zdanowski",Ivete Sangalo,COLEÇÃO,T-039.611.379-3,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Barão 40,2024-11-06 00:00:00,,Coleção,"Cassiano,Paulo Zdanowski",Ivete Sangalo,COLEÇÃO,T-039.611.379-3,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Barão 40,2024-11-09 00:00:00,,Coleção,"Cassiano,Paulo Zdanowski",Ivete Sangalo,COLEÇÃO,T-039.611.379-3,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Barão 40,2024-11-10 00:00:00,,Coleção,"Cassiano,Paulo Zdanowski",Ivete Sangalo,COLEÇÃO,T-039.611.379-3,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-19 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-039.662.293-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-19 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-932.546.398-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-19 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-321.537.188-9,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-20 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-039.662.293-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-20 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-932.546.398-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-20 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-321.537.188-9,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-24 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-039.662.293-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-24 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-932.546.398-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-24 00:00:00,,Drama,"Felipe Neo,Rico Dalasam",Rico Dalasam,DRAMA,T-321.537.188-9,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-15 00:00:00,,Jogo Da Vida,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,JOGO DA VIDA,T-306.795.376-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-17 00:00:00,,Jogo Da Vida,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,JOGO DA VIDA,T-306.795.376-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Experimente,2024-11-18 00:00:00,,Jogo Da Vida,"Dante Augusto Lima Cabral Da Costa,Potyguara Bardo,Walther Nazario Da Silva Junior",Potyguara Bardo,JOGO DA VIDA,T-306.795.376-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-08 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-09 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-11-11 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-15 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-15 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-16 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-16 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-18 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-11-18 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Conversa Com Bial,2024-11-25 00:00:00,,Fetiche,"Baco Exu Do Blues,Dactes,Diogo Alvaro Ferreira Moncorvo,Jlz,Marcelo De Lamare,Marcos Mauricio",Baco Exu Do Blues,FETICHE,T-316.009.896-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,,Maria,Matuê,Matuê,MARIA,T-307.006.304-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Rock The Mountain 2024 - Matuê,2024-11-16 00:00:00,,Maria,Matuê,Matuê,MARIA,T-311.953.638-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz,2024-11-22 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz,2024-11-25 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz,2024-11-26 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz,2024-11-27 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-11-25 00:00:00,,Amor Incendiário,Yago Oproprio,Yago Oproprio,AMOR INCENDIÁRIO,T-040.507.369-9,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-11-26 00:00:00,,Amor Incendiário,Yago Oproprio,Yago Oproprio,AMOR INCENDIÁRIO,T-040.507.369-9,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-11-25 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-11-26 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-08 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-08 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-13 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-13 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-14 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-14 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-15 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-15 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,,Aqui,"Ana Carolina,Totonho Villeroy",Ana Carolina,AQUI,T-039.298.063-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,,Confesso,"Ana Carolina,Totonho Villeroy",Ana Carolina,CONFESSO,T-324.068.646-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-17 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-19 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-21 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ana Carolina - Dois Quartos,2024-10-22 00:00:00,,Tolerância,"Ana Carolina,Totonho Villeroy",Ana Carolina,TOLERÂNCIA,T-317.839.732-1,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-10 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-10 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-12 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-12 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-14 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-14 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-15 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,T-305.619.017-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Palco Principal: Multishow Ao Vivo - Ivete Sangalo 20 Anos,2024-10-15 00:00:00,,Miragem,Davi Salles,Ivete Sangalo,MIRAGEM,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-09 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-09 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-10 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-10 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-11 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-11 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Guilherme Guedes: Melhores Momentos Rock In Rio 2024,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Rock In Rio - Melhores Momentos: Rock In Rio 2024 - Matuê Part Wiu E Teto,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MAQUINA DO TEMPO,T-040.341.279-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Especial Rock In Rio - Melhores Momentos: Rock In Rio 2024 - Matuê Part Wiu E Teto,2024-10-12 00:00:00,,Máquina Do Tempo,Matuê,Matuê,MÁQUINA DO TEMPO,T-301.567.051-2,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-10-24 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Ao Vivo,2024-10-25 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Tvz Experimente,2024-10-19 00:00:00,,La Noche,"Luis Chanivecky Rawet,Yago Oproprio",Yago Oproprio,LA NOCHE,T-328.946.779-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Escolinha Professor Raimundo,2024-10-01 00:00:00,,Sebastiana,"Antonio Lesse Filho,Chico Anysio",Anonimo,SEBASTIANA,nan,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Escolinha Professor Raimundo,2024-10-11 00:00:00,,Carcara,"Joao Do Valle,Jose Candido",Anonimo,CARCARA,T-040.347.911-7,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,Escolinha Professor Raimundo,2024-10-11 00:00:00,,Carcara,"Joao Do Valle,Jose Candido",Anonimo,CARCARÁ,T-308.468.519-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,ESTRELA DA CASA,2024-09-14 00:00:00,,MACETANDO,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE,SAMIR TRINDADE",IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,ALTAS HORAS,2024-09-21 00:00:00,,FINAL FELIZ,JORGE VERCILLO,JORGE VERCILLO,FINAL FELIZ,T-315.996.147-0,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,ALTAS HORAS,2024-09-21 00:00:00,,SAMURAI,DJAVAN,JORGE VERCILLO,SAMURAI,T-300.960.761-4,artist_alias,True,0,0,nan
Planilha,Planilha UNA,Relatório UBEM - Canal Brasil,FANTASTICO,2024-09-22 00:00:00,,MACETANDO,"IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE,SAMIR TRINDADE",IVETE SANGALO,MACETANDO,T-318.000.000-0,artist_alias,True,0,0,nan
